Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
MK280073-128,,RNA Gene,,3,GC13P034388,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-128
MK280073-131,,RNA Gene,,3,GC13P038291,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-131
MK280073-132,,RNA Gene,,3,GC13M045871,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-132
MK280073-133,,RNA Gene,,3,GC13P047717,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-133
MK280073-134,,RNA Gene,,3,GC13M050559,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-134
MK280073-135,,RNA Gene,,3,GC13M051697,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-135
MK280073-136,,RNA Gene,,3,GC13P052258,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-136
MK280073-137,,RNA Gene,,3,GC13M052562,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-137
MK280073-138,,RNA Gene,,3,GC13M053599,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-138
MK280073-139,,RNA Gene,,3,GC13P054871,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-139
MK280073-141,,RNA Gene,,3,GC13M071388,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-141
MK280073-142,,RNA Gene,,3,GC13P072614,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-142
MK280073-143,,RNA Gene,,3,GC13P078529,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-143
MK280073-144,,RNA Gene,,3,GC13M079822,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-144
MK280073-145,,RNA Gene,,3,GC13P079843,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-145
MK280073-146,,RNA Gene,,3,GC13M081068,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-146
MK280073-147,,RNA Gene,,3,GC13M091972,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-147
MK280073-148,,RNA Gene,,3,GC13P092284,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-148
MK280073-151,,RNA Gene,,3,GC13P106217,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-151
MK280073-152,,RNA Gene,,3,GC13M106782,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-152
MK280073-155,,RNA Gene,,3,GC14P039492,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-155
MK280073-156,,RNA Gene,,3,GC14P039493,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-156
MK280073-157,,RNA Gene,,3,GC14M025458,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-157
MK280073-158,,RNA Gene,,3,GC14M025459,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-158
MK280073-159,,RNA Gene,,3,GC14P039494,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-159
MK280073-160,,RNA Gene,,3,GC14M025410,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-160
MK280073-161,,RNA Gene,,3,GC14P039495,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-161
MK280073-162,,RNA Gene,,3,GC14M028639,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-162
MK280073-163,,RNA Gene,,3,GC14M029006,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-163
MK280073-165,,RNA Gene,,3,GC14P039500,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-165
MK280073-169,,RNA Gene,,3,GC14P039649,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-169
MK280073-170,,RNA Gene,,3,GC14P039760,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-170
MK280073-171,,RNA Gene,,3,GC14M039357,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-171
MK280073-172,,RNA Gene,,3,GC14M046099,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-172
MK280073-173,,RNA Gene,,3,GC14M046181,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-173
MK280073-177,,RNA Gene,,3,GC14P056672,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-177
MK280073-178,,RNA Gene,,3,GC14P058044,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-178
MK280073-181,,RNA Gene,,3,GC14M071893,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-181
MK280073-184,,RNA Gene,,3,GC14M115934,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-184
MK280073-186,,RNA Gene,,3,GC15M020036,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-186
MK280073-187,,RNA Gene,,3,GC15P052923,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-187
MK280073-188,,RNA Gene,,3,GC15P055670,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-188
MK280073-189,,RNA Gene,,3,GC15P055676,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-189
MK280073-191,,RNA Gene,,3,GC15P055678,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-191
MK280073-192,,RNA Gene,,3,GC15M050988,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-192
MK280073-193,,RNA Gene,,3,GC15P054146,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-193
MK280073-195,,RNA Gene,,3,GC15M134782,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-195
MK280073-196,,RNA Gene,,3,GC15M134783,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-196
MK280073-198,,RNA Gene,,3,GC15M134784,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-198
MK280073-200,,RNA Gene,,3,GC15M134786,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-200
MK280073-201,,RNA Gene,,3,GC15P135551,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-201
MK280073-204,,RNA Gene,,3,GC15M134787,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-204
MK280073-209,,RNA Gene,,3,GC15P135555,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-209
MK280073-210,,RNA Gene,,3,GC15M134790,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-210
MK280073-211,,RNA Gene,,3,GC15M134791,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-211
MK280073-212,,RNA Gene,,3,GC15P135556,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-212
MK280073-213,,RNA Gene,,3,GC15M134792,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-213
MK280073-214,,RNA Gene,,3,GC15M134793,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-214
MK280073-215,,RNA Gene,,3,GC15P135557,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-215
MK280073-217,,RNA Gene,,3,GC16M013075,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-217
MK280073-218,,RNA Gene,,3,GC16M012931,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-218
MK280073-219,,RNA Gene,,3,GC16M013234,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-219
MK280073-220,,RNA Gene,,3,GC16M016758,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-220
MK280073-222,,RNA Gene,,3,GC16M021055,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-222
MK280073-224,,RNA Gene,,3,GC16P051533,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-224
MK280073-225,,RNA Gene,,3,GC16M041375,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-225
MK280073-226,,RNA Gene,,3,GC16P051534,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-226
MK280073-227,,RNA Gene,,3,GC16P051535,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-227
MK280073-228,,RNA Gene,,3,GC16P051537,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-228
MK280073-229,,RNA Gene,,3,GC16P051538,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-229
MK280073-230,,RNA Gene,,3,GC16M047812,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-230
MK280073-231,,RNA Gene,,3,GC16M048029,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-231
MK280073-232,,RNA Gene,,3,GC16M048781,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-232
MK280073-234,,RNA Gene,,3,GC16M052159,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-234
MK280073-235,,RNA Gene,,3,GC16P052339,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-235
MK280073-236,,RNA Gene,,3,GC16P053473,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-236
MK280073-237,,RNA Gene,,3,GC16P056158,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-237
MK280073-238,,RNA Gene,,3,GC16M058784,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-238
MK280073-239,,RNA Gene,,3,GC16P059233,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-239
MK280073-240,,RNA Gene,,3,GC16M059569,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-240
MK280073-241,,RNA Gene,,3,GC16M060830,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-241
MK280073-242,,RNA Gene,,3,GC16P063152,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-242
MK280073-244,,RNA Gene,,3,GC16M071961,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-244
MK280073-245,,RNA Gene,,3,GC16P073510,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-245
MK280073-246,,RNA Gene,,3,GC16P073315,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-246
MK280073-248,,RNA Gene,,3,GC17M013828,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-248
MK280073-249,,RNA Gene,,3,GC17M013829,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-249
MK280073-250,,RNA Gene,,3,GC17P012923,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-250
MK280073-251,,RNA Gene,,3,GC17M013830,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-251
MK280073-252,,RNA Gene,,3,GC17P006534,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-252
MK280073-253,,RNA Gene,,3,GC17M013465,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-253
MK280073-255,,RNA Gene,,3,GC17M013644,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-255
MK280073-257,,RNA Gene,,3,GC17M062104,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-257
MK280073-259,,RNA Gene,,3,GC17M062105,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-259
MK280073-260,,RNA Gene,,3,GC17M062106,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-260
MK280073-261,,RNA Gene,,3,GC17P084497,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-261
MK280073-262,,RNA Gene,,3,GC17P084498,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-262
MK280073-264,,RNA Gene,,3,GC17P084499,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-264
MK280073-265,,RNA Gene,,3,GC17M062109,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-265
MK280073-266,,RNA Gene,,3,GC17M062110,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-266
MK280073-267,,RNA Gene,,3,GC17M062111,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-267
MK280073-268,,RNA Gene,,3,GC17P084500,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-268
MK280073-269,,RNA Gene,,3,GC17P084501,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-269
MK280073-270,,RNA Gene,,3,GC17P084502,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-270
MK280073-271,,RNA Gene,,3,GC17P084503,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-271
MK280073-272,,RNA Gene,,3,GC17M069022,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-272
MK280073-274,,RNA Gene,,3,GC17M071366,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-274
MK280073-275,,RNA Gene,,3,GC17P079239,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-275
MK280073-276,,RNA Gene,,3,GC18M000980,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-276
MK280073-277,,RNA Gene,,3,GC18P001339,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-277
MK280073-278,,RNA Gene,,3,GC18M001534,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-278
MK280073-279,,RNA Gene,,3,GC18P002344,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-279
MK280073-281,,RNA Gene,,3,GC18M005860,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-281
MK280073-282,,RNA Gene,,3,GC18P019665,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-282
MK280073-284,,RNA Gene,,3,GC18P022889,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-284
MK280073-285,,RNA Gene,,3,GC18P032398,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-285
MK280073-286,,RNA Gene,,3,GC18P034898,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-286
MK280073-287,,RNA Gene,,3,GC18P035764,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-287
MK280073-288,,RNA Gene,,3,GC18P035795,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-288
MK280073-289,,RNA Gene,,3,GC18P037077,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-289
MK280073-290,,RNA Gene,,3,GC18M037921,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-290
MK280073-291,,RNA Gene,,3,GC18P042664,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-291
MK280073-292,,RNA Gene,,3,GC18P043289,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-292
MK280073-293,,RNA Gene,,3,GC18P044445,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-293
MK280073-294,,RNA Gene,,3,GC18P046745,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-294
MK280073-297,,RNA Gene,,3,GC18M052416,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-297
MK280073-298,,RNA Gene,,3,GC18M054403,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-298
MK280073-299,,RNA Gene,,3,GC18M054573,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-299
MK280073-303,,RNA Gene,,3,GC18M062052,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-303
MK280073-304,,RNA Gene,,3,GC18P070739,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-304
MK280073-305,,RNA Gene,,3,GC18M070858,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-305
MK280073-306,,RNA Gene,,3,GC18M077536,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-306
MK280073-307,,RNA Gene,,3,GC18M079288,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-307
MK280073-308,,RNA Gene,,3,GC19M009651,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-308
MK280073-309,,RNA Gene,,3,GC19P082594,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-309
MK280073-310,,RNA Gene,,3,GC19M015643,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-310
MK280073-311,,RNA Gene,,3,GC19M015623,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-311
MK280073-312,,RNA Gene,,3,GC19M081136,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-312
MK280073-314,,RNA Gene,,3,GC19P087131,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-314
MK280073-315,,RNA Gene,,3,GC19M081138,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-315
MK280073-316,,RNA Gene,,3,GC19P087132,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-316
MK280073-317,,RNA Gene,,3,GC19P087133,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-317
MK280073-318,,RNA Gene,,3,GC19P087134,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-318
MK280073-319,,RNA Gene,,3,GC19M081139,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-319
MK280073-320,,RNA Gene,,3,GC19M081140,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-320
MK280073-321,,RNA Gene,,3,GC19M081141,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-321
MK280073-322,,RNA Gene,,3,GC19M081142,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-322
MK280073-323,,RNA Gene,,3,GC19P087135,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-323
MK280073-324,,RNA Gene,,3,GC19M081143,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-324
MK280073-325,,RNA Gene,,3,GC19P087136,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-325
MK280073-326,,RNA Gene,,3,GC19P087137,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-326
MK280073-328,,RNA Gene,,3,GC19M081145,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-328
MK280073-329,,RNA Gene,,3,GC19P087138,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-329
MK280073-330,,RNA Gene,,3,GC19M081146,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-330
MK280073-331,,RNA Gene,,3,GC19P087139,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-331
MK280073-332,,RNA Gene,,3,GC19P087140,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-332
MK280073-333,,RNA Gene,,3,GC19P087141,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-333
MK280073-335,,RNA Gene,,3,GC19P087143,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-335
MK280073-336,,RNA Gene,,3,GC02P003086,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-336
MK280073-337,,RNA Gene,,3,GC02P003373,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-337
MK280073-338,,RNA Gene,,3,GC02M004366,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-338
MK280073-339,,RNA Gene,,3,GC02P004652,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-339
MK280073-340,,RNA Gene,,3,GC02P008130,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-340
MK280073-341,,RNA Gene,,3,GC02M014506,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-341
MK280073-342,,RNA Gene,,3,GC02P016879,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-342
MK280073-343,,RNA Gene,,3,GC02M021908,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-343
MK280073-344,,RNA Gene,,3,GC02P033180,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-344
MK280073-347,,RNA Gene,,3,GC02M063091,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-347
MK280073-348,,RNA Gene,,3,GC02M066351,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-348
MK280073-350,,RNA Gene,,3,GC02M076726,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-350
MK280073-356,,RNA Gene,,3,GC02P155969,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-356
MK280073-358,,RNA Gene,,3,GC02M157101,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-358
MK280073-360,,RNA Gene,,3,GC02P158226,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-360
MK280073-361,,RNA Gene,,3,GC02M179756,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-361
MK280073-362,,RNA Gene,,3,GC02P183795,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-362
MK280073-363,,RNA Gene,,3,GC02P210354,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-363
MK280073-365,,RNA Gene,,3,GC02P216458,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-365
MK280073-366,,RNA Gene,,3,GC02P223015,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-366
MK280073-367,,RNA Gene,,3,GC02M237847,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-367
MK280073-368,,RNA Gene,,3,GC20P001220,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-368
MK280073-369,,RNA Gene,,3,GC20M003819,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-369
MK280073-370,,RNA Gene,,3,GC20M004287,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-370
MK280073-371,,RNA Gene,,3,GC20P006972,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-371
MK280073-372,,RNA Gene,,3,GC20M009101,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-372
MK280073-373,,RNA Gene,,3,GC20M009102,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-373
MK280073-374,,RNA Gene,,3,GC20M009103,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-374
MK280073-375,,RNA Gene,,3,GC20M012128,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-375
MK280073-376,,RNA Gene,,3,GC20M012363,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-376
MK280073-377,,RNA Gene,,3,GC20M012453,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-377
MK280073-378,,RNA Gene,,3,GC20P012495,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-378
MK280073-379,,RNA Gene,,3,GC20P014274,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-379
MK280073-380,,RNA Gene,,3,GC20M014465,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-380
MK280073-381,,RNA Gene,,3,GC20P015135,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-381
MK280073-382,,RNA Gene,,3,GC20M018865,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-382
MK280073-383,,RNA Gene,,3,GC20M021487,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-383
MK280073-385,,RNA Gene,,3,GC20P021930,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-385
MK280073-386,,RNA Gene,,3,GC20P022013,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-386
MK280073-387,,RNA Gene,,3,GC20P023615,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-387
MK280073-388,,RNA Gene,,3,GC20M023901,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-388
MK280073-390,,RNA Gene,,3,GC20P024983,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-390
MK280073-391,,RNA Gene,,3,GC20P025514,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-391
MK280073-395,,RNA Gene,,3,GC20P031337,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-395
MK280073-398,,RNA Gene,,3,GC20P054789,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-398
MK280073-399,,RNA Gene,,3,GC20M055278,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-399
MK280073-402,,RNA Gene,,3,GC21P014964,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-402
MK280073-403,,RNA Gene,,3,GC21M010353,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-403
MK280073-404,,RNA Gene,,3,GC21P014965,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-404
MK280073-405,,RNA Gene,,3,GC21M015043,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-405
MK280073-406,,RNA Gene,,3,GC21P014966,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-406
MK280073-407,,RNA Gene,,3,GC21P014953,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-407
MK280073-409,,RNA Gene,,3,GC21M015918,0.133759797,https://www.genecards.org/cgi-bin/carddisp.pl?gene=MK280073-409
